OBJECTID_1,OBJECTID,LOCALIDAD,ORGANIZACI,TIPO_DE_OR,NOMBRE_ENT,ESTADO,DIRECCION,Nomenclatu,TELEFONO,CELULAR,BARRIO,EMAIL,ID_DISCIPL,DESCRIPCIO,UPlCodigo,UPlNombre,LocNombre,LocCodigo
"437","437",N.D.,Cultural,N.D.,CORPORACION TEJIENDO LA RED DEL GUACAMAYO,A,"Carrera 99 B NO. 73 22
","KR 99 B   73 22
","2276741",N.D.,N.D.,surmonicongos@gmail.com,N.D.,N.D.,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"438","438",N.D.,Cultural,N.D.,CORPORACION TIERRA LIBRE,A,"Calle 68 B NO. 78 C 15 Sur 

","CL 68 B   78 C 15 Sur 

","6958521",N.D.,N.D.,info@tierralibre.org,N.D.,N.D.,UPZ85,BOSA CENTRAL,BOSA,"07"
"439","439",N.D.,Cultural,N.D.,CORPORACION VERDAD EN MOVIMIENTO,A,"Carrera 4 A No. 23 11 Apto. 403
","KR 4 A   23 11 Apto. 403
",N.D.,"3208865933",N.D.,corporacionverdadenmovimiento@gmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"440","440",N.D.,Cultural,N.D.,CORPORACION ZINEMA ZOMBIE,A,"Calle 61 No. 9 - 95 Apto 302 

","CL 61   9 - 95 Apto 302 

","6955672","3005959650",N.D.,rodrigoduarte@zinemazombie.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"441","441",N.D.,Deportiva,N.D.,DIVISIÓN MENOR DE FÚTBOL AFICIONADO – DIMENOR – 18/18,N.D.,Av calle 32 N° 17-53,Av CL 32 N 17-53,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"442","442",N.D.,Cultural,N.D.,EL PEQUEÑO PARNASO,A,"Carrera 7 No. 48A-88 Apto 101 

","KR 7   48A-88 Apto 101 

",N.D.,"3152922691",N.D.,acero.guillap@yahoo.com.co,N.D.,N.D.,UPZ90,PARDO RUBIO,CHAPINERO,"02"
"443","443",N.D.,Cultural,N.D.,FLORA ARS NATURA - FLORA,A,"Calle 77 N° 20 C - 48 Barrio San Felipe
","CL 77 N 20 C - 48 Barrio San Felipe
","3125762",N.D.,N.D.,administracion@arteflóra.org,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"444","444",N.D.,Cultural,N.D.,FONDO DE PROMOCION DE LA CULTURA,A,"CRA 6 N 7 – 23
","KR 6 N 7 – 23
","2431690",N.D.,N.D.,direccion@musa.com.co,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"445","445",N.D.,Cultural,N.D.,FOTOMUSEO MUSEO NACIONAL DE LA FOTOGRAFIA DE COLOMBIA,A,"Calle 19 NO. 3 - 50 Apto 602

","CL 19   3 - 50 Apto 602

","2827615",N.D.,N.D.,fotomuseobogota@fotomuseo.org,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"446","446",N.D.,Cultural,N.D.,FUNDACIION INDYON TV,A,"Calle 49 NO. 14 38

","CL 49   14 38

","3204291
3204329",N.D.,N.D.,produccion@indyon.tv,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"447","447",N.D.,Deportiva,N.D.,FUNDACION  FAMA SUEÑO DEPORTIVO,N.D.,Calle 20 C No.97-59 Apto 301,CL 20 C  97-59 Apto 301,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ75,FONTIBON,FONTIBON,"09"
"448","448",N.D.,Deportiva,N.D.,FUNDACION ACTITUD COLOMBIA DEPORTIVA Y SOCIAL,N.D.,Calle 150 A No.92-20 Casa 2,CL 150 A  92-20 Casa 2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ27,SUBA,SUBA,"11"
"449","449",N.D.,Cultural,N.D.,FUNDACION ACTUEMOS DE EDGARDO ROMAN ,A,"Carrera 25 N° 41-31 Barrio La Soledad
","KR 25 N 41-31 Barrio La Soledad
","2693155
7525693",N.D.,N.D.,representacionesaym@hotmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"450","450",N.D.,Deportiva,N.D.,FUNDACION ALEXANDRA VIVAS,N.D.,Calle 72 A No 91 A-37,CL 72 A  91 A-37,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ30,BOYACA REAL,ENGATIVA,"10"
"451","451",N.D.,Cultural,N.D.,FUNDACION ALUCINARTE,A,Carrera 68 G # 21 – 81 Sur Apto 301,KR 68 G   21 – 81 Sur Apto 301,N.D.,"30130068161",N.D.,alekus@gmx.de,N.D.,N.D.,UPZ44,AMERICAS,KENNEDY,"08"
"452","452",N.D.,Cultural,N.D.,FUNDACION ALUNA PARA EL ARTE LA CULTURA Y LA PAZ,A,Calle 64A No. 71-69 Sur,CL 64A   71-69 Sur,"7794611
7804999",N.D.,N.D., fundaluna2001@gmail.com,N.D.,N.D.,UPZ69,ISMAEL PERDOMO,CIUDAD BOLIVAR,"19"
"453","453",N.D.,Deportiva,N.D.,FUNDACION AMERICA TENIS CLUB,N.D.,Calle 51 No.4-06,CL 51  4-06,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ90,PARDO RUBIO,CHAPINERO,"02"
"454","454",N.D.,Cultural,N.D.,FUNDACION AMIGOS DE LAS COLECCIONES DE ARTE DEL BANCO DE LA REPUBLICA (ACOAR),A,"Calle 11 NO. 4 93 P 2 

","CL 11   4 93 P 2 

","3431352",N.D.,N.D.,info@acoarte.org,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"455","455",N.D.,Cultural,N.D.,FUNDACION AMIGOS DEL TEATRO DE CRISTOBAL COLON  ,A,"Carrera 7 No. 173 – 02

","KR 7   173 – 02

",N.D.,"3115385222",N.D.,AMIGOSTEATROCOLON@GMAIL.COM,N.D.,N.D.,UPZ10,LA URIBE,USAQUEN,"01"
"456","456",N.D.,Cultural,N.D., FUNDACION AMIGOS DEL TEATRO MAYOR,A,Av. Calle 170 No. 67 - 51,AV CL 170   67 - 51,"3779840",N.D.,N.D., www.teatromaymorg,N.D.,N.D.,UPZ18,BRITALIA,SUBA,"11"
"457","457",N.D.,Cultural,N.D.,FUNDACION AMILKAR ARIZA,A,"CRA 7 C No. 127-21 

","KR 7 C   127-21 

","8038014",N.D.,N.D.,fundacionamilkarariza@gmail.com,N.D.,N.D.,UPZ14,USAQUEN,USAQUEN,"01"
"458","458",N.D.,Cultural,N.D.,FUNDACION ANDANTE CON SIGLA F ANDANTE,A,"Calle 61 No. 16 58 


","CL 61   16 58 


","2103422","3115419477",N.D.,fundacionandante@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"459","459",N.D.,Cultural,N.D.,FUNDACION ARTE & FRIENDS,A,"Calle 125 No. 18-25 Edificio ICON Santa Barbara Apto 403

","CL 125   18-25 Edificio ICON Santa Barbara Apto 403

","6375591",N.D.,N.D.,marcelo2santos@yahoo.ar,N.D.,N.D.,UPZ16,SANTA BARBARA,USAQUEN,"01"
"460","460",N.D.,Cultural,N.D.,FUNDACION ARTE SIN FRONTERAS ACADEMIA DE ARTES GUERRERO,A,"Calle 45 No 18 A 25 
","CL 45  18 A 25 
","6094792",N.D.,N.D.,contabilidad@academiadeartesguerrero.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"461","461",N.D.,Cultural,N.D.,FUNDACION ARTE Y CULTURA CRISTIANA DE COLOMBIA,A,"Transversal 35 Bis No. 27 B Sur 83 

","TV 35 Bis   27 B Sur 83 

","7275308",N.D.,N.D.,"
fundacion.faccc@yahoo.com",N.D.,N.D.,UPZ41,MUZU,PUENTE ARANDA,"16"
"462","462",N.D.,Cultural,N.D.,FUNDACION ARTE Y VIDA FUNDAVIDA,A,"Carrera 15 No. 32-88
","KR 15   32-88
","2875638",N.D.,N.D.,entupresencia@yahoo.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"463","463",N.D.,Cultural,N.D.,FUNDACION ARTERIA,A,"Calle 29 # 6 - 94 Of. 601 

","CL 29   6 - 94 Of. 601 

","7038134
4673921",N.D.,N.D.,info@fundacionarteria.org,N.D.,N.D.,UPZ91,SAGRADO CORAZON,SANTA FE,"03"
"464","464",N.D.,Cultural,N.D.,FUNDACION ARTISTICA AFROCOLOMBIANA YAMBAMBO,A,Calle 127C NO. 4-46 Apto 103,CL 127C   4-46 Apto 103,"6266387",N.D.,N.D.,fundacionyambambo@hotmail.com,N.D.,N.D.,UPZ14,USAQUEN,USAQUEN,"01"
"465","465",N.D.,Cultural,N.D.,FUNDACION ARTISTICA FORMARTE ,A,"Calle 57 No. 17 – 13

","CL 57   17 – 13

","3035504",N.D.,N.D.,formarte2007@hotmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"466","466",N.D.,Deportiva,N.D.,FUNDACION ARTISTICA RECREODEPORTIVA NUEVO AMANECER,N.D.,Calle 143 NO. 52 45,CL 143   52 45,N.D.,"3165380847",N.D.,           FLORSILVESTRE_957@HOTMAIL.COM,N.D.,N.D.,UPZ19,EL PRADO,SUBA,"11"
"467","467",N.D.,Cultural,N.D.,FUNDACION ARTISTICA REINTENTAR - FUNREINT,A,"Calle 131 A No. 53 - 69 P 3

","CL 131 A   53 - 69 P 3

","6959210",N.D.,N.D.,funreint@yahoo.com,N.D.,N.D.,UPZ19,EL PRADO,SUBA,"11"
"468","468",N.D.,Cultural,N.D.,FUNDACIÓN ARTÍSTICA Y CULTURAL LAPISLAZULI,A,"Calle 63 No. 73 A 75
","CL 63   73 A 75
","4302474","3005734879",N.D.,N.D.,N.D.,N.D.,UPZ31,SANTA CECILIA,ENGATIVA,"10"
"469","469",N.D.,Cultural,N.D.,FUNDACION BALLET DE BOGOTA,A,"Carrera 15 A No. 122-26
","KR 15 A   122-26
","2138963
6209540",N.D.,N.D.,mpacheco_santana@hotmail.com,N.D.,N.D.,UPZ16,SANTA BARBARA,USAQUEN,"01"
"470","470",N.D.,Cultural,N.D.,FUNDACION BALLET NACIONAL UN LEGADO DE SONIA OSORIO SIGLA BALLET NACIONAL,A,"Carrera 4 A No. 58 34
","KR 4 A   58 34
","2550908",N.D.,N.D.,amparop@balletdecolombia.com.co,N.D.,N.D.,UPZ90,PARDO RUBIO,CHAPINERO,"02"
"471","471",N.D.,Cultural,N.D.,FUNDACION BANDOLITIS,A,"Carrera 12 No. 17 - 51 Of. 301
","KR 12   17 - 51 Of. 301
","3415315","3134633340",N.D.,direcciongeneral@bandolitis.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"472","472",N.D.,Cultural,N.D.,FUNDACION BOGOTA ARTE CONEXION SIGLA FUNDACION BAC,A,"Calle 80 Bis No. 82A-74 

","CL 80 Bis   82A-74 

","7552634
7552633",N.D.,N.D.,fundacionbogotaarteconexion@gmail.com,N.D.,N.D.,UPZ29,MINUTO DE DIOS,ENGATIVA,"10"
"473","473",N.D.,Cultural,N.D.,FUNDACIÓN BOGOTÁ ES TEATRO,A,"Carrera 35 No. 53 A 89, Apto 402","KR 35   53 A 89, Apto 402","2213282","3016882799",N.D., jose.caucali@bogotaesteatro.com,N.D.,N.D.,UPZ106,LA ESMERALDA,TEUSAQUILLO,"13"
"474","474",N.D.,Deportiva,N.D.,FUNDACION BOLERA EL SALITRE,N.D.,AV CLL 63  68 99,AV CLL 63  68 99,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ105,JARDIN BOTANICO,ENGATIVA,"10"
"475","475",N.D.,Deportiva,N.D.,FUNDACIÓN BONEBREAKERS,N.D.,"Carrera 98 A No. 68 A 46
","KR 98 A   68 A 46
",N.D.,"3024302982
3229483402",N.D.,mahelace@gmail.com,N.D.,N.D.,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"476","476",N.D.,Cultural,N.D.,FUNDACION CAMARIN DEL CARMEN,A,"Calle 24 # 6-09
","CL 24   6-09
","2819626",N.D.,N.D.,"
moramirez@operadecolombia.com",N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"477","477",N.D.,Cultural,N.D.,FUNDACIÓN CASA DE LA CULTURA DE LA LOCALIDAD DE SUBA,A,"Carrera 90 No. 147 44
","KR 90   147 44
","6861991",N.D.,N.D.,casadelaculturasuba@gmail.com,N.D.,N.D.,UPZ27,SUBA,SUBA,"11"
"478","478",N.D.,Cultural,N.D.,FUNDACION CASA DE LA POESIA SILVA,A,"Calle 12 C No. 3 - 41
","CL 12 C   3 - 41
","2865710",N.D.,N.D.,casadepoesiasilva@casadepoesiasilva.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"479","479",N.D.,Cultural,N.D.,FUNDACION CENTRO CULTURAL GABRIEL GARCIA MARQUEZ,A,"Calle 12B No.3 17 

","CL 12B  3 17 

",N.D.,"3134392792",N.D.,Teatrocgm@gmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"480","480",N.D.,Cultural,N.D.,FUNDACION CIAES CENTRO DE INVESTIGACION PEDAGOGICA DE LAS ARTES ESCENICAS,A,"Carrera 17 No. 53 37 201

","KR 17   53 37 201

","2177451",N.D.,N.D.,javalfdelga@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"481","481",N.D.,Cultural,N.D.,FUNDACIÓN CINE SOCIAL,A,"Carrera 64 No. 55 A - 93 Sur
","KR 64   55 A - 93 Sur
","4737980
3017904",N.D.,N.D.,camilo117@hotmail.com,N.D.,N.D.,UPZ49,APOGEO,BOSA,"07"
"482","482",N.D.,Cultural,N.D.,FUNDACION CINELIBERTAD ARTE AUDIOVISUAL CUYA SIGLA SERA CINELIBERTAD,A," Calle 55 #77b-23 apto 506
","CL 55  77b-23 apto 506
","4106398",N.D.,N.D.,cinelibertad@gmail.com,N.D.,N.D.,UPZ31,SANTA CECILIA,ENGATIVA,"10"
"483","483",N.D.,Cultural,N.D.,FUNDACION CIRCULO DE PROFESIONALES DEL ARPA Y SU MUSICA CIRPA,A,"Carrera 10 No. 23 50 Of. 303
","KR 10   23 50 Of. 303
","2835484
2435868",N.D.,N.D.,dario.robayo@gmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"484","484",N.D.,Deportiva,N.D.,FUNDACION CLUB MONSERRATE- FUNMONSERRATE,N.D.,Carrera 7 No 22 31/38 Of. 204-208,KR 7  22 31/38 Of. 204-208,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"485","485",N.D.,Cultural,N.D.,FUNDACION COLECTIVO LA PRENDA SIGLA COLECTIVO LA PRENDA,A,"Carrera 16 No. 19 22 Apto 301
","KR 16   19 22 Apto 301
","7487825",N.D.,N.D.,   colectivolaprendadc@gmail.com,N.D.,N.D.,UPZ102,LA SABANA,LOS MARTIRES,"14"
"486","486",N.D.,Cultural,N.D.,FUNDACION COLOMBIANA DE ANTROPOLOGIA Y ARQUEOLOGIA,A,"Calle 23C N 69F 65 Int 26 Apto 402

","CL 23C N 69F 65 Int 26 Apto 402

","4298004","3115163185",N.D.,FUNDACIONCAA@GMAIL.COM,N.D.,N.D.,UPZ110,CIUDAD SALITRE OCCIDENTAL,FONTIBON,"09"
"487","487",N.D.,Cultural,N.D.,FUNDACION COMPAÑIA COLOMBIANA DE DANZA,A,"Carrera 46 No. 93 – 62


","KR 46   93 – 62


","2362468","3104641990",N.D.,CCOLOMBIANADEDANZA2011@GMAIL.COM,N.D.,N.D.,UPZ21,LOS ANDES,BARRIOS UNIDOS,"12"
"488","488",N.D.,Cultural,N.D.,FUNDACION CREATIVA DE ACTORES SIGLA FUNDACTORES,A,"Av. Calle 57 # 27 – 69


","AV CL 57   27 – 69


","3463494","3155315725",N.D.,MAUROMAUAD@HOTMAIL.COM,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"489","489",N.D.,Cultural,N.D.,FUNDACION CULTURA POPULAR,A,"Carrera 100 A # 72-85
","KR 100 A   72-85
",N.D.,"3106138820",N.D.,hantonioj@gmail.com,N.D.,N.D.,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"490","490",N.D.,Cultural,N.D.,FUNDACION CULTURAL ALONSO ACUÑA CAÑAS ,A,"Carrera 54 N. 106 A - 26 


","KR 54 N. 106 A - 26 


","2266818",N.D.,N.D.,charitoacu#a@etb.net.co,N.D.,N.D.,UPZ20,LA ALHAMBRA,SUBA,"11"
"491","491",N.D.,Cultural,N.D.,FUNDACION CULTURAL ARCA,A,"Calle 30 A N° 4 - 19 Of. 101

","CL 30 A N 4 - 19 Of. 101

","2877583",N.D.,N.D.,torresdycult@hotmail.com,N.D.,N.D.,UPZ92,LA MACARENA,SANTA FE,"03"
"492","492",N.D.,Cultural,N.D.,FUNDACION CULTURAL ARTES Y DANZAS DE COLOMBIA LA CUAL PODRA ADEMAS SER IDENTIFICADA BAJO LA SIGLA UNIDANZA ,A,"Calle 78 NO. 66 44 IN 3 AP 306 

","CL 78   66 44 IN 3 AP 306 

","6013921",N.D.,N.D.,fundacion.unidanza@yahoo.es,N.D.,N.D.,UPZ22,DOCE DE OCTUBRE,BARRIOS UNIDOS,"12"
"493","493",N.D.,Cultural,N.D.,FUNDACION CULTURAL BALLET FOLCLORICO TIERRA COLOMBIANA,A,"Calle 39 A N 17 28 


","CL 39 A N 17 28 


","2453018",N.D.,N.D.,Balletierracolombiana@gmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"494","494",N.D.,Cultural,N.D.,FUNDACION CULTURAL CAYENA Y BAJO LA SIGLA DE FUNDACION CAYENA ,A,"Calle 39 NO. 20-38

","CL 39   20-38

","3401908
3401911",N.D.,N.D.,N.D.,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"495","495",N.D.,Cultural,N.D.,FUNDACION CULTURAL COLOMBIA NEGRA,A,"Carrera 5 No. 26 – 52

","KR 5   26 – 52

","2439069",N.D.,N.D.,"encuentroenegrayahoo.es;colnegraterlecom.com.co",N.D.,N.D.,UPZ92,LA MACARENA,SANTA FE,"03"
"496","496",N.D.,Cultural,N.D.,FUNDACION CULTURAL MORFOSIS P E LEASE LA SIGLA P E COMO PROYECTO EMPAPELARTE,A,"Carrera 89 A S No. 45 A 33 S ET IX IN 15 
 

","KR 89 A S   45 A 33 S ET IX IN 15 
 

","2996659","3002865435",N.D., orion-alfacentauro@hotmail.com,N.D.,N.D.,UPZ83,LAS MARGARITAS,KENNEDY,"08"
"497","497",N.D.,Cultural,N.D.,FUNDACION CULTURAL RAYUELA,A,"Carrera 82 No. 64 I 23 


","KR 82   64 I 23 


","3007206","3137188533",N.D.,funrayuela@yahoo.com,N.D.,N.D.,UPZ31,SANTA CECILIA,ENGATIVA,"10"
"498","498",N.D.,Deportiva,N.D.,FUNDACION CULTURAL RECREODEPORTIVA Y MEDIO AMBIENTE DE LA SABANA - FUNSABANA      AHORA CITIUS COLOMBIA,N.D.,Calle 10 Sur No.12-46 apto.301,CL 10 Sur  12-46 apto.301,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ35,CIUDAD JARDIN,ANTONIO NARIÑO,"15"
"499","499",N.D.,Cultural,N.D.,FUNDACION CULTURAL TEATRO EXPERIMENTAL FONTIBON Tï,A,Calle 24 D BIS No. 99 - 28,CL 24 D BIS   99 - 28,"2985520",N.D.,N.D., experimentalfontibon@yahoo.es,N.D.,N.D.,UPZ115,CAPELLANIA,FONTIBON,"09"
"500","500",N.D.,Cultural,N.D.,FUNDACION CULTURAL VENDIMIA TEATRO,A,"Carrera 10 A No. 17 48 Sur  

","KR 10 A   17 48 Sur  

","2789882",N.D.,N.D.,Vendimiateatro@hotmail.com,N.D.,N.D.,UPZ35,CIUDAD JARDIN,ANTONIO NARIÑO,"15"
"501","501",N.D.,Cultural,N.D.,FUNDACION CULTURAL VIDA Y LUZ POR COLOMBIA FUNDACION CULTURAL VIDELIUS,A,"Calle 23 A Bis No.85A-25 Of. 411 


","CL 23 A Bis  85A-25 Of. 411 


","4050249",N.D.,N.D.,videlius2004@hotmail.com,N.D.,N.D.,UPZ114,MODELIA,FONTIBON,"09"
"502","502",N.D.,Cultural,N.D.,FUNDACIÓN CULTURAL WAJA,A,"Calle 21 No. 5-90 Apto 704 - 
","CL 21   5-90 Apto 704 - 
","8053697",N.D.,N.D.,fundadonwaja@yahoo.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"503","503",N.D.,Cultural,N.D.,FUNDACION CULTURAL Y ARTISTICA ANTIFONA,A,"Transversal 4 A Este No. 84 A 44 Sur 


","TV 4 A Este   84 A 44 Sur 


","7684460
7681255",N.D.,N.D.,fundacion_antifona@hotmail.com,N.D.,N.D.,UPZ58,COMUNEROS,USME,"05"
"504","504",N.D.,Cultural,N.D.,FUNDACION CULTURAL Y ARTISTICA CATAPLUM,A,"Calle 52 No. 18 – 21  

","CL 52   18 – 21  

","4731088","3114729375",N.D.,Fundacataplum88@hotmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"505","505",N.D.,Cultural,N.D.,FUNDACION DANZA COMUN,A,"Carrera 9 No. 23 - 75, Piso 6","KR 9   23 - 75, Piso 6","2829802",N.D.,N.D., fundaciondanzacomun@gmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"506","506",N.D.,Cultural,N.D.,FUNDACIÓN DANZA LIBRE BOGOTÁ,A,"Transversal 22A No. 59-26
","TV 22A   59-26
","6565420","3003505658",N.D.,danzalibrecompany@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"507","507",N.D.,Deportiva,N.D.,FUNDACIÓN DE APRENDIZAJE DEPORTIVO FUNDADEPOR,N.D.,Calle 33 A sur 21 B 34,CL 33 A sur 21 B 34,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ39,QUIROGA,RAFAEL URIBE URIBE,"18"
"508","508",N.D.,Cultural,"215",FUNDACIÓN DE ARTE Y CULTURA,A,"Calle 90 NO. 14-26 OF 214
","CL 90   14-26 OF 214
","8523499",N.D.,N.D.,MUSEOARQUEOLOGICO_ZIPA@YAHOO.COM,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"509","509",N.D.,Cultural,"217",FUNDACION DE TEATRO DITIRAMBO,A,"Calle 45 A NO. 14-37   

","CL 45 A   14-37   

","3465626
2326440",N.D.,N.D.,Ditirambocolombia@yahoo.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"510","510",N.D.,Cultural,N.D.,FUNDACION DE TITERES Y TEATRO LA LIBELULA DORADA,A,"Carrera 19 NO. 51 – 69 

","KR 19   51 – 69 

","2498658
3450683",N.D.,N.D.,Administracion@libeluladorada.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"511","511",N.D.,Deportiva,N.D.,FUNDACION DEPORTE POR EL MUNDO,N.D.,"Carrera 27 No. 66 - 40
","KR 27   66 - 40
",N.D.,N.D.,N.D.,fundaciondeporteporelmundo@gmail.com,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"512","512",N.D.,Deportiva,N.D.,"FUNDACIÓN DEPORTE, CULTURA Y VIDA DECUVI",N.D.,Carrera 78 B No.7 A 79 Apartamento 110,KR 78 B  7 A 79 Apartamento 110,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ46,CASTILLA,KENNEDY,"08"
"513","513",N.D.,Deportiva,N.D.,FUNDACIÓN DEPORTIVA ALTIPLANO CAPITAL,N.D.,Carrera 123 N° 130 C 95 Bl 3 Ap 104,KR 123 N 130 C 95 Bl 3 Ap 104,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ71,TIBABUYES,SUBA,"11"
"514","514",N.D.,Deportiva,N.D.,FUNDACION DEPORTIVA ARNOLDO IGUARAN FUNDAI,N.D.,Calle 24 D No.43-A-77,CL 24 D  43-A-77,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ107,QUINTA PAREDES,TEUSAQUILLO,"13"
"515","515",N.D.,Deportiva,N.D.,FUNDACION DEPORTIVA FEDERICO VALENCIA -2/2,N.D.,"Calle 170 No. 49 B 96
","CL 170   49 B 96
",N.D.,N.D.,N.D.,federico@federicovalencia.com,N.D.,N.D.,UPZ17,SAN JOSE DE BAVARIA,SUBA,"11"
"516","516",N.D.,Deportiva,N.D.,FUNDACION DEPORTIVA GOL DA VIDA,N.D.,"Carrera 107 BIS No 70 -10
","KR 107 BIS  70 -10
",N.D.,N.D.,N.D.,claudialilianag@yahoo.com,N.D.,N.D.,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"517","517",N.D.,Deportiva,N.D.,"FUNDACION DEPORTIVA PARA EL FOMENTO DE LA CULTURA, LA RECREACION, LA ACTIVIDAD FISICA Y LA EDUACION DEPORTIVA -FUNCRADE",N.D.,Calle 64 sur N° 85B 40 T1 Ap 402,CL 64 sur N 85B 40 T1 Ap 402,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ84,BOSA OCCIDENTAL,BOSA,"07"
"518","518",N.D.,Deportiva,N.D.,FUNDACION DEPORTIVA PASION INTERIOR – FUNDEPINT,N.D.,"Carrera 152 A No. 138 D 14
","KR 152 A   138 D 14
",N.D.,N.D.,N.D.,smmg77@gmail.com,N.D.,N.D.,UPZ71,TIBABUYES,SUBA,"11"
"519","519",N.D.,Cultural,N.D.,"FUNDACIÓN DURÁN CREER PARA CREAR,",A,"Calle 93 No. 15 51 OF 403
","CL 93   15 51 OF 403
",N.D.,"3103044889
3165236876",N.D.,edgarhernandez@hotmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"520","520",N.D.,Cultural,N.D.,FUNDACION EL CLANDESTINO FUNDACION PARA EL DESARROLLO DE LA CULTURA ARTE CIENCIA Y TECNOLOGIA,A,"Calle 30 SUR NO 50 A 78


","CL 30 SUR  50 A 78


","20029316","3057679894",N.D.,antoniovillamizar1@hotmail.com,N.D.,N.D.,UPZ41,MUZU,PUENTE ARANDA,"16"
"521","521",N.D.,Deportiva,N.D.,FUNDACION ELIAS CUBILLOS,N.D.,"Carrera 54 No. 64 A 75 Torre 6 Apto 404
","KR 54   64 A 75 Torre 6 Apto 404
",N.D.,N.D.,N.D.,eliascubillos@hotmail.com,N.D.,N.D.,UPZ22,DOCE DE OCTUBRE,BARRIOS UNIDOS,"12"
"522","522",N.D.,Cultural,N.D.,FUNDACION ENSEÑAR - ARTE,A,Carrera 3 NO. 58 03 508,KR 3   58 03 508,N.D.,"3004312881",N.D., ensenarte.fundacion@hotmail.com,N.D.,N.D.,UPZ90,PARDO RUBIO,CHAPINERO,"02"
"523","523",N.D.,Cultural,N.D.,FUNDACIÓN ERNESTO ARONNA,A,Carrera 20 No. 45 A 59,KR 20   45 A 59,"3587645
4872705",N.D.,N.D.,     fundacionteatroaronna@gmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"524","524",N.D.,Cultural,N.D.,FUNDACION ESCUELA CULTURAL COMUN & ARTE FUCCA,A,Carrera 79 C NO 42G-02 SUR,KR 79 C  42G-02 SUR,"4548783",N.D.,N.D.,fundacca@yahoo.com,N.D.,N.D.,UPZ47,KENNEDY CENTRAL,KENNEDY,"08"
